year,tmID,franchID,confID,rank,playoff,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won,lost,GP,homeW,homeL,awayW,awayL,confW,confL,min,attend,arena
2,WAS,WAS,EA,8.0,N,N,N,N,Washington Mystics,739.0,1915.0,333.0,504.0,117.0,418.0,356.0,699.0,1055.0,424.0,537.0,257.0,495.0,127.0,1928.0,791.0,1945.0,347.0,467.0,146.0,408.0,331.0,737.0,1068.0,487.0,543.0,261.0,454.0,103.0,2075.0,10.0,22.0,32.0,8.0,8.0,2.0,14.0,4.0,17.0,6500.0,246667.0,Verizon Center
3,WAS,WAS,EA,3.0,Y,W,N,N,Washington Mystics,806.0,1910.0,359.0,478.0,164.0,443.0,330.0,708.0,1038.0,516.0,583.0,221.0,455.0,94.0,2135.0,786.0,1903.0,397.0,538.0,147.0,446.0,309.0,680.0,989.0,442.0,570.0,237.0,441.0,101.0,2116.0,17.0,15.0,32.0,9.0,7.0,8.0,8.0,12.0,9.0,6450.0,259237.0,Verizon Center
4,WAS,WAS,EA,7.0,N,N,N,N,Washington Mystics,896.0,2191.0,381.0,507.0,157.0,505.0,382.0,703.0,1085.0,568.0,676.0,213.0,462.0,99.0,2330.0,909.0,2033.0,509.0,691.0,171.0,482.0,334.0,781.0,1115.0,591.0,565.0,251.0,468.0,119.0,2498.0,9.0,25.0,34.0,3.0,14.0,6.0,11.0,7.0,17.0,6875.0,238710.0,Verizon Center
5,WAS,WAS,EA,4.0,Y,L,N,N,Washington Mystics,873.0,2088.0,474.0,661.0,105.0,283.0,337.0,726.0,1063.0,467.0,652.0,255.0,424.0,128.0,2325.0,864.0,2013.0,510.0,686.0,146.0,425.0,336.0,770.0,1106.0,534.0,627.0,237.0,492.0,111.0,2384.0,17.0,17.0,34.0,11.0,6.0,6.0,11.0,9.0,11.0,6850.0,214448.0,Verizon Center
6,WAS,WAS,EA,5.0,N,N,N,N,Washington Mystics,847.0,1968.0,388.0,546.0,181.0,510.0,266.0,677.0,943.0,517.0,697.0,260.0,435.0,76.0,2263.0,833.0,1872.0,489.0,648.0,150.0,433.0,267.0,757.0,1024.0,545.0,638.0,205.0,504.0,108.0,2305.0,16.0,18.0,34.0,10.0,7.0,6.0,11.0,9.0,11.0,6900.0,171501.0,Verizon Center
7,WAS,WAS,EA,4.0,Y,L,N,N,Washington Mystics,1016.0,2199.0,528.0,715.0,187.0,522.0,330.0,770.0,1100.0,576.0,784.0,306.0,541.0,113.0,2747.0,909.0,2102.0,635.0,851.0,204.0,553.0,321.0,720.0,1041.0,583.0,687.0,252.0,573.0,89.0,2657.0,18.0,16.0,34.0,13.0,4.0,5.0,12.0,12.0,8.0,6850.0,133255.0,Verizon Center
8,WAS,WAS,EA,5.0,N,N,N,N,Washington Mystics,877.0,2170.0,668.0,839.0,163.0,528.0,335.0,783.0,1118.0,472.0,763.0,282.0,571.0,133.0,2585.0,924.0,2216.0,616.0,801.0,175.0,520.0,383.0,825.0,1208.0,549.0,762.0,256.0,579.0,103.0,2639.0,16.0,18.0,34.0,8.0,9.0,8.0,9.0,8.0,12.0,6900.0,133255.0,Verizon Center
9,WAS,WAS,EA,6.0,N,N,N,N,Washington Mystics,885.0,2131.0,435.0,659.0,163.0,460.0,362.0,770.0,1132.0,483.0,757.0,241.0,637.0,93.0,2368.0,929.0,2096.0,563.0,760.0,180.0,528.0,306.0,787.0,1093.0,542.0,708.0,314.0,530.0,146.0,2601.0,10.0,24.0,34.0,6.0,11.0,4.0,13.0,6.0,14.0,6825.0,154637.0,Verizon Center
10,WAS,WAS,EA,4.0,Y,L,N,N,Washington Mystics,933.0,2205.0,580.0,827.0,139.0,426.0,388.0,803.0,1191.0,453.0,725.0,314.0,607.0,118.0,2585.0,945.0,2184.0,570.0,755.0,162.0,478.0,322.0,789.0,1111.0,524.0,778.0,315.0,576.0,156.0,2622.0,16.0,18.0,34.0,11.0,6.0,5.0,12.0,10.0,12.0,6875.0,192747.0,Verizon Center
11,ATL,ATL,EA,4.5,,,,,Atlanta Dream ,992.0,2343.0,555.5,740.0,158.0,486.0,372.0,796.0,1168.0,519.5,768.5,307.0,591.5,131.5,2697.5,1005.0,2308.5,651.5,862.5,176.5,516.0,377.0,842.5,1219.5,649.5,713.0,328.5,581.0,133.5,2838.0,11.0,23.0,34.0,6.5,10.5,4.5,12.5,6.0,15.0,6887.5,131058.0,Philips Arena
11,CHI,CHI,EA,5.75,,,,,Chicago Sky ,903.0,2172.0,507.25,717.75,159.75,473.0,351.0,752.0,1103.0,546.5,638.0,264.25,523.5,131.0,2473.0,963.75,2215.5,507.75,661.5,190.0,529.5,370.75,824.25,1195.0,587.0,646.0,258.0,528.0,125.75,2625.25,11.75,22.25,34.0,7.25,9.75,4.5,12.5,7.5,13.0,6868.0,63297.5,Allstate Arena
11,CON,CON,EA,2.4285714285714284,,,,,Connecticut Sun ,938.5714285714286,2198.285714285714,500.57142857142856,661.2857142857143,178.28571428571428,539.8571428571429,342.85714285714283,823.2857142857143,1166.142857142857,589.8571428571429,624.8571428571429,255.71428571428572,477.42857142857144,124.71428571428571,2556.0,912.7142857142857,2199.1428571428573,471.42857142857144,625.8571428571429,154.85714285714286,471.0,345.42857142857144,815.2857142857143,1160.7142857142858,543.0,662.4285714285714,252.57142857142858,495.42857142857144,99.57142857142857,2451.714285714286,20.428571428571427,13.571428571428571,34.0,11.571428571428571,5.428571428571429,8.857142857142858,8.142857142857142,12.285714285714286,8.571428571428571,6878.571428571428,120775.28571428571,Mohegan Sun Arena
11,IND,IND,EA,4.0,,,,,Indiana Fever ,824.9,2016.7,481.0,617.3,185.4,545.5,332.8,708.4,1041.2,503.2,644.7,303.6,511.7,120.5,2316.2,847.6,1963.5,467.2,629.5,138.7,415.4,309.7,726.3,1036.0,507.6,646.0,258.2,542.1,127.0,2301.1,16.8,16.6,33.4,10.6,6.1,6.2,10.5,11.3,9.6,6757.5,138998.6,Conseco Fieldhouse
11,NYL,NYL,EA,3.4,,,,,New York Liberty ,837.3,1959.0,431.7,571.9,201.7,565.3,275.8,718.5,994.3,514.2,624.2,256.4,508.5,110.7,2308.0,843.9,2007.7,478.5,633.1,153.7,461.8,338.2,748.7,1086.9,479.3,612.6,265.1,492.8,104.5,2320.0,17.0,16.4,33.4,10.3,6.4,6.7,10.0,10.5,10.4,6747.5,189332.3,Prudential Center
11,DET,DET,EA,3.5,,,,,Tulsa Shock ,886.0,2102.7,533.5,733.6,120.7,358.0,377.7,791.8,1169.5,534.7,682.9,244.6,540.4,123.2,2426.2,864.5,2089.6,510.8,673.2,171.6,508.7,318.9,724.2,1043.1,497.2,712.4,275.2,512.0,124.6,2411.4,17.8,15.6,33.4,10.5,6.2,7.3,9.4,11.8,9.1,6762.5,138860.0,BOK Center
11,WAS,WAS,EA,5.0,,,,,Washington Mystics ,870.4,2059.0,454.9,631.4,148.5,443.0,338.6,728.5,1067.1,499.7,677.1,259.4,513.3,110.7,2344.2,873.5,2023.9,501.8,675.2,163.0,467.0,320.8,745.8,1066.6,531.0,647.3,258.9,507.3,113.8,2411.8,14.3,19.1,33.4,8.6,8.1,5.7,11.0,9.0,11.9,6742.5,198859.1,Verizon Center
